
SPDR S&P 500 ETF Trust,Last: 388.67,Change:  -0.32
"Date: July 9, 2022 at 5:28 p.m. EDT",Bid: 388.68,Ask: 388.8,Size: 5*1,"Volume: 72,373,012"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 19 2022,SPY220819C00446000,0.17,-0.025,0.16,0.17,6,0.1895,0.0189,0.0018,1456,446.00,SPY220819P00446000,66.46,0,56.63,57.33,0,0.05,-0.9994,0.0002,1
Fri Aug 19 2022,SPY220819C00447000,0.15,-0.035,0.14,0.15,8,0.1888,0.0176,0.0017,1033,447.00,SPY220819P00447000,59.06,0,57.63,58.34,0,0.05,-0.9999,0,0
Fri Aug 19 2022,SPY220819C00448000,0.14,-0.035,0.13,0.14,24,0.1896,0.0164,0.0016,1190,448.00,SPY220819P00448000,59.7,0,58.63,59.34,0,0.05,-1,0,9
Fri Aug 19 2022,SPY220819C00449000,0.13,-0.025,0.12,0.13,181,0.1902,0.0153,0.0015,588,449.00,SPY220819P00449000,62.53,0,59.63,60.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00450000,0.12,-0.025,0.11,0.12,3160,0.1907,0.0143,0.0014,17096,450.00,SPY220819P00450000,60.15,-1.065,60.63,61.34,2,0.05,-1,0,544
Fri Aug 19 2022,SPY220819C00451000,0.12,-0.015,0.1,0.11,13,0.1911,0.0134,0.0014,176,451.00,SPY220819P00451000,65.61,0,61.63,62.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00452000,0.12,0,0.1,0.11,0,0.1911,0.0125,0.0013,735,452.00,SPY220819P00452000,63.86,0,62.63,63.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00453000,0.1,-0.015,0.09,0.1,533,0.1936,0.0117,0.0012,259,453.00,SPY220819P00453000,63.4,-0.815,63.63,64.34,1,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00454000,0.09,-0.015,0.08,0.09,627,0.1934,0.0109,0.0011,400,454.00,SPY220819P00454000,78.56,0,64.63,65.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00455000,0.08,-0.025,0.08,0.09,21,0.194,0.0102,0.0011,5584,455.00,SPY220819P00455000,80.5,0,65.63,66.34,0,0.05,-1,0,4
Fri Aug 19 2022,SPY220819C00456000,0.09,0,0.07,0.08,0,0.1954,0.0096,0.001,227,456.00,SPY220819P00456000,81.65,0,66.63,67.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00457000,0.08,-0.005,0.07,0.08,5,0.1949,0.009,0.0009,435,457.00,SPY220819P00457000,69.77,1.555,67.63,68.34,9,0.05,-1,0,1
Fri Aug 19 2022,SPY220819C00458000,0.06,0,0.06,0.07,0,0.1969,0.0085,0.0009,505,458.00,SPY220819P00458000,82.94,0,68.63,69.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00459000,0.07,-0.005,0.06,0.07,400,0.197,0.008,0.0008,1350,459.00,SPY220819P00459000,78.52,0,69.63,70.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00460000,0.05,-0.025,0.05,0.06,2084,0.1982,0.0075,0.0008,13417,460.00,SPY220819P00460000,70.6,0,70.63,71.34,0,0.05,-1,0,1484
Fri Aug 19 2022,SPY220819C00461000,0.05,0,0.05,0.06,0,0.1971,0.007,0.0007,396,461.00,SPY220819P00461000,78.36,0,71.63,72.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00462000,0.05,-0.015,0.05,0.06,101,0.2004,0.0066,0.0007,268,462.00,SPY220819P00462000,0,0,72.63,73.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00463000,0.04,-0.015,0.04,0.05,1,0.2007,0.0063,0.0007,406,463.00,SPY220819P00463000,87.94,0,73.63,74.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00464000,0.05,0,0.04,0.05,0,0.1981,0.0059,0.0006,218,464.00,SPY220819P00464000,88.51,0,74.63,75.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00465000,0.04,-0.015,0.04,0.05,63,0.2015,0.0056,0.0006,4533,465.00,SPY220819P00465000,75.3,0,75.63,76.34,0,0.05,-1,0,157
Fri Aug 19 2022,SPY220819C00466000,0.04,0,0.03,0.04,0,0.204,0.0053,0.0006,321,466.00,SPY220819P00466000,89.89,0,76.63,77.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00467000,0.04,0,0.03,0.04,0,0.2016,0.005,0.0005,129,467.00,SPY220819P00467000,0,0,77.63,78.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00468000,0.04,0,0.03,0.04,0,0.2037,0.0048,0.0005,672,468.00,SPY220819P00468000,95.54,0,78.63,79.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00469000,0.03,0,0.03,0.04,0,0.2058,0.0045,0.0005,924,469.00,SPY220819P00469000,81.02,0.805,79.63,80.34,1,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00470000,0.04,0.005,0.03,0.04,28,0.2079,0.0043,0.0005,6983,470.00,SPY220819P00470000,90.49,0,80.63,81.34,0,0.05,-1,0,32
Fri Aug 19 2022,SPY220819C00475000,0.02,-0.015,0.02,0.03,121,0.2112,0.0034,0.0004,34143,475.00,SPY220819P00475000,85.3,0,85.63,86.34,0,0.05,-1,0,152
Fri Aug 19 2022,SPY220819C00476000,0.03,-0.005,0.02,0.03,5,0.2132,0.0033,0.0004,3285,476.00,SPY220819P00476000,89.77,2.555,86.63,87.34,22,0.05,-1,0,44
Fri Aug 19 2022,SPY220819C00477000,0.02,0,0.02,0.03,0,0.2152,0.0032,0.0003,1693,477.00,SPY220819P00477000,93.15,0,87.63,88.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00478000,0.03,0,0.02,0.03,0,0.2172,0.003,0.0003,3041,478.00,SPY220819P00478000,104.04,0,88.63,89.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00479000,0.03,0,0.02,0.03,0,0.2191,0.0029,0.0003,601,479.00,SPY220819P00479000,0,0,89.63,90.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00480000,0.02,-0.005,0.02,0.03,2,0.2211,0.0028,0.0003,6946,480.00,SPY220819P00480000,92.32,0,90.63,91.34,0,0.05,-1,0,2
Fri Aug 19 2022,SPY220819C00481000,0.02,0,0.02,0.03,0,0.2231,0.0027,0.0003,2802,481.00,SPY220819P00481000,0,0,91.63,92.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00482000,0.02,0,0.02,0.03,0,0.2251,0.0026,0.0003,2743,482.00,SPY220819P00482000,0,0,92.63,93.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00483000,0.03,0.005,0.02,0.03,1,0.2269,0.0025,0.0003,571,483.00,SPY220819P00483000,105.89,0,93.63,94.34,0,0.05,-1,0,1
Fri Aug 19 2022,SPY220819C00484000,0.02,0,0.02,0.03,0,0.2289,0.0024,0.0002,3664,484.00,SPY220819P00484000,0,0,94.63,95.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00485000,0.03,0,0.02,0.03,0,0.2308,0.0024,0.0002,3584,485.00,SPY220819P00485000,102.74,0,95.63,96.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00486000,0.03,0,0.01,0.02,0,0.2223,0.0023,0.0002,572,486.00,SPY220819P00486000,0,0,96.63,97.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00487000,0.01,0,0.01,0.02,0,0.2242,0.0022,0.0002,783,487.00,SPY220819P00487000,0,0,97.63,98.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00488000,0.02,0.005,0.01,0.02,36,0.226,0.0021,0.0002,1079,488.00,SPY220819P00488000,93.52,0,98.63,99.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00489000,0.01,0,0.01,0.02,0,0.2279,0.0021,0.0002,361,489.00,SPY220819P00489000,0,0,99.63,100.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00490000,0.01,0,0.01,0.02,0,0.2297,0.002,0.0002,6871,490.00,SPY220819P00490000,100.31,0,100.63,101.34,0,0.05,-1,0,5
Fri Aug 19 2022,SPY220819C00491000,0.02,0,0.01,0.02,0,0.2316,0.002,0.0002,1201,491.00,SPY220819P00491000,0,0,101.63,102.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00492000,0.01,-0.005,0.01,0.02,1,0.2334,0.0019,0.0002,1264,492.00,SPY220819P00492000,0,0,102.63,103.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00493000,0.02,0,0.01,0.02,0,0.2352,0.0018,0.0002,856,493.00,SPY220819P00493000,115.89,0,103.63,104.34,0,0.05,-1,0,1
Fri Aug 19 2022,SPY220819C00494000,0.01,0,0.01,0.02,0,0.2371,0.0018,0.0002,294,494.00,SPY220819P00494000,0,0,104.63,105.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00495000,0.02,0,0.01,0.02,0,0.2389,0.0017,0.0002,5499,495.00,SPY220819P00495000,0,0,105.63,106.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00496000,0.02,0,0.01,0.02,0,0.2407,0.0017,0.0002,1870,496.00,SPY220819P00496000,0,0,106.63,107.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00497000,0.01,-0.005,0.01,0.02,13,0.2425,0.0016,0.0002,1067,497.00,SPY220819P00497000,0,0,107.63,108.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00498000,0.02,0,0.01,0.02,0,0.2443,0.0016,0.0002,1374,498.00,SPY220819P00498000,0,0,108.63,109.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00499000,0.04,0,0.01,0.02,0,0.2461,0.0016,0.0002,1349,499.00,SPY220819P00499000,0,0,109.63,110.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00500000,0.02,0.005,0.01,0.02,11,0.2479,0.0015,0.0001,17153,500.00,SPY220819P00500000,110.84,0,110.63,111.34,0,0.05,-1,0,13
Fri Aug 19 2022,SPY220819C00505000,0.02,0,0.01,0.02,0,0.2568,0.0014,0.0001,2899,505.00,SPY220819P00505000,94.07,0,115.63,116.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00510000,0.02,0,0.01,0.02,0,0.247,0.0012,0.0001,2647,510.00,SPY220819P00510000,0,0,120.63,121.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00515000,0.01,0.005,0.01,0.02,200,0.2549,0.0011,0.0001,1500,515.00,SPY220819P00515000,127.42,0,125.63,126.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00520000,0.01,0.005,0,0.01,8,0.2596,0.001,0.0001,2337,520.00,SPY220819P00520000,105.49,0,130.63,131.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00525000,0.01,0,0,0.01,0,0.2675,0.0009,0.0001,2860,525.00,SPY220819P00525000,149.4,0,135.63,136.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00530000,0.01,0.005,0,0.01,103,0.2753,0.0008,0.0001,4407,530.00,SPY220819P00530000,0,0,140.63,141.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00535000,0.01,0.005,0,0.01,2,0.283,0.0007,0.0001,6172,535.00,SPY220819P00535000,159.24,0,145.63,146.34,0,0.05,-1,0,1
Fri Aug 19 2022,SPY220819C00540000,0.01,0,0,0.01,0,0.2906,0.0007,0.0001,3744,540.00,SPY220819P00540000,164.42,0,150.63,151.34,0,0.05,-1,0,4
Fri Aug 19 2022,SPY220819C00545000,0.01,0,0,0.01,0,0.2981,0.0006,0,1556,545.00,SPY220819P00545000,158.09,0,155.63,156.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00550000,0.01,0,0,0.01,0,0.3055,0.0006,0,5162,550.00,SPY220819P00550000,158.8,0,160.63,161.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00555000,0.01,0,0,0.01,0,0.3129,0.0005,0,2682,555.00,SPY220819P00555000,159.8,0,165.63,166.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00560000,0.01,0,0,0.01,0,0.3201,0.0005,0,1742,560.00,SPY220819P00560000,0,0,170.63,171.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00565000,0.01,0,0,0.01,0,0.3273,0.0004,0,1322,565.00,SPY220819P00565000,0,0,175.63,176.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00570000,0.01,0,0,0.01,0,0.3344,0.0004,0,835,570.00,SPY220819P00570000,205.36,0,180.63,181.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00575000,0.01,0.005,0,0.01,1,0.3415,0.0004,0,417,575.00,SPY220819P00575000,0,0,185.63,186.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00580000,0.01,0,0,0.01,0,0.3484,0.0004,0,466,580.00,SPY220819P00580000,204.4,0,190.63,191.34,0,0.05,-1,0,8
Fri Aug 19 2022,SPY220819C00585000,0.01,0,0,0.01,0,0.3553,0.0003,0,842,585.00,SPY220819P00585000,0,0,195.63,196.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00590000,0.01,0,0,0.01,0,0.3621,0.0003,0,1199,590.00,SPY220819P00590000,0,0,200.63,201.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00595000,0.01,0,0,0.01,0,0.3689,0.0003,0,592,595.00,SPY220819P00595000,0,0,205.63,206.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00600000,0.01,0,0,0.01,0,0.3756,0.0003,0,651,600.00,SPY220819P00600000,225.08,0,210.63,211.34,0,0.05,-1,0,1
Fri Aug 19 2022,SPY220819C00605000,0,0,0,0.01,0,0.3822,0.0003,0,344,605.00,SPY220819P00605000,0,0,215.63,216.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00610000,0,0,0,0.01,0,0.3887,0.0002,0,96,610.00,SPY220819P00610000,0,0,220.63,221.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00615000,0.01,0,0,0.01,0,0.3952,0.0002,0,387,615.00,SPY220819P00615000,0,0,225.63,226.34,0,0.05,-1,0,0
Fri Aug 19 2022,SPY220819C00620000,0.01,0,0,0.01,0,0.4016,0.0002,0,209,620.00,SPY220819P00620000,0,0,230.63,231.34,0,0.05,-1,0,0
Fri Aug 26 2022,SPY220826C00200000,0,0,188.14,191.1,0,0.823,0.997,0.0001,0,200.00,SPY220826P00200000,0.06,0.06,0.05,0.06,6,0.6544,-0.0024,0.0001,0
Fri Aug 26 2022,SPY220826C00205000,0,0,182.9,186.19,0,0.7908,0.9968,0.0001,0,205.00,SPY220826P00205000,0,0,0.05,0.06,0,0.6317,-0.0027,0.0001,0
Fri Aug 26 2022,SPY220826C00210000,0,0,177.92,181.26,0,0.7698,0.9965,0.0001,0,210.00,SPY220826P00210000,0,0,0.06,0.07,0,0.6197,-0.003,0.0001,0
Fri Aug 26 2022,SPY220826C00215000,0,0,172.94,176.28,0,0.7466,0.9962,0.0001,0,215.00,SPY220826P00215000,0.07,0.07,0.07,0.08,10,0.6085,-0.0033,0.0001,0
Fri Aug 26 2022,SPY220826C00220000,0,0,167.96,171.26,0,0.7201,0.9958,0.0001,0,220.00,SPY220826P00220000,0.09,0.09,0.08,0.09,15,0.5944,-0.0036,0.0001,0
Fri Aug 26 2022,SPY220826C00225000,0,0,162.99,166.33,0,0.7009,0.9954,0.0001,0,225.00,SPY220826P00225000,0.1,0.1,0.09,0.1,10,0.5797,-0.004,0.0001,0
Fri Aug 26 2022,SPY220826C00230000,0,0,158.02,161.36,0,0.6785,0.995,0.0002,0,230.00,SPY220826P00230000,0.12,0.12,0.1,0.11,15,0.5645,-0.0044,0.0002,0
Fri Aug 26 2022,SPY220826C00235000,0,0,153.05,156.34,0,0.6533,0.9945,0.0002,0,235.00,SPY220826P00235000,0.12,0.12,0.11,0.12,15,0.5489,-0.0049,0.0002,0
Fri Aug 26 2022,SPY220826C00240000,0,0,148.08,151.37,0,0.6336,0.994,0.0002,0,240.00,SPY220826P00240000,0.14,0.14,0.13,0.14,15,0.5378,-0.0055,0.0002,0
Fri Aug 26 2022,SPY220826C00245000,0,0,143.11,146.4,0,0.614,0.9933,0.0002,0,245.00,SPY220826P00245000,0.16,0.16,0.15,0.16,11,0.5214,-0.0062,0.0002,0
Fri Aug 26 2022,SPY220826C00250000,0,0,138.29,141.48,0,0.5922,0.9924,0.0003,0,250.00,SPY220826P00250000,0.16,0.16,0.16,0.17,212,0.5087,-0.007,0.0003,0
Fri Aug 26 2022,SPY220826C00255000,0,0,133.18,136.52,0,0.5755,0.9915,0.0003,0,255.00,SPY220826P00255000,0.2,0.2,0.19,0.2,267,0.4982,-0.008,0.0003,0
Fri Aug 26 2022,SPY220826C00260000,0,0,128.22,131.51,0,0.5553,0.9903,0.0004,0,260.00,SPY220826P00260000,0.25,0.25,0.21,0.22,11,0.4836,-0.0091,0.0004,0
Fri Aug 26 2022,SPY220826C00265000,0,0,123.26,126.55,0,0.5365,0.989,0.0004,0,265.00,SPY220826P00265000,0.24,0.24,0.24,0.25,41,0.4713,-0.0105,0.0004,0
Fri Aug 26 2022,SPY220826C00270000,0,0,118.31,121.59,0,0.5184,0.9874,0.0005,0,270.00,SPY220826P00270000,0.28,0.28,0.27,0.28,400,0.4581,-0.012,0.0005,0
Fri Aug 26 2022,SPY220826C00275000,0,0,113.35,116.69,0,0.5002,0.9857,0.0006,0,275.00,SPY220826P00275000,0.3,0.3,0.3,0.31,1,0.4447,-0.0137,0.0006,0
Fri Aug 26 2022,SPY220826C00280000,0,0,108.41,111.74,0,0.4878,0.9838,0.0006,0,280.00,SPY220826P00280000,0.38,0.38,0.33,0.35,20,0.4322,-0.0156,0.0006,0
Fri Aug 26 2022,SPY220826C00285000,0,0,103.46,106.8,0,0.4701,0.9816,0.0007,0,285.00,SPY220826P00285000,0,0,0.37,0.39,0,0.4188,-0.0178,0.0007,0
Fri Aug 26 2022,SPY220826C00290000,0,0,98.53,101.86,0,0.4533,0.9792,0.0008,0,290.00,SPY220826P00290000,0.43,0.43,0.42,0.44,3,0.4063,-0.0203,0.0008,0
Fri Aug 26 2022,SPY220826C00295000,0,0,93.6,96.93,0,0.4366,0.9762,0.001,0,295.00,SPY220826P00295000,0.5,0.5,0.48,0.49,6,0.3925,-0.0232,0.001,0
Fri Aug 26 2022,SPY220826C00300000,0,0,88.82,91.91,0,0.4209,0.9728,0.0011,0,300.00,SPY220826P00300000,0.54,0.54,0.54,0.56,10,0.3808,-0.0267,0.0011,0
Fri Aug 26 2022,SPY220826C00305000,0,0,83.78,87.11,0,0.4051,0.9686,0.0013,0,305.00,SPY220826P00305000,0.65,0.65,0.63,0.64,4,0.3694,-0.0309,0.0013,0
Fri Aug 26 2022,SPY220826C00310000,0,0,78.9,82.23,0,0.3909,0.9634,0.0015,0,310.00,SPY220826P00310000,0.76,0.76,0.73,0.74,20,0.3586,-0.0361,0.0015,0
Fri Aug 26 2022,SPY220826C00315000,0,0,74.04,77.37,0,0.3774,0.957,0.0018,0,315.00,SPY220826P00315000,0.89,0.89,0.86,0.87,14,0.3484,-0.0425,0.0018,0
Fri Aug 26 2022,SPY220826C00320000,69.41,69.41,69.23,72.55,10,0.3649,0.949,0.0021,0,320.00,SPY220826P00320000,1.08,1.08,1.02,1.04,26,0.3387,-0.0505,0.0021,0
Fri Aug 26 2022,SPY220826C00325000,0,0,64.45,67.77,0,0.3532,0.9392,0.0025,0,325.00,SPY220826P00325000,1.33,1.33,1.22,1.25,4,0.3298,-0.0603,0.0025,0
Fri Aug 26 2022,SPY220826C00330000,0,0,59.72,63.05,0,0.3421,0.9273,0.003,0,330.00,SPY220826P00330000,1.52,1.52,1.48,1.51,94,0.3219,-0.0723,0.003,0
Fri Aug 26 2022,SPY220826C00335000,0,0,56.36,56.96,0,0.3342,0.9129,0.0035,0,335.00,SPY220826P00335000,1.81,-0.27,1.8,1.84,84,0.3144,-0.0867,0.0035,107
Fri Aug 26 2022,SPY220826C00340000,0,0,51.79,52.36,0,0.3222,0.8958,0.0041,0,340.00,SPY220826P00340000,2.29,-0.235,2.21,2.25,127,0.3073,-0.1038,0.0041,16
Fri Aug 26 2022,SPY220826C00345000,0,0,47.3,47.85,0,0.3155,0.8757,0.0047,0,345.00,SPY220826P00345000,2.77,-0.29,2.69,2.74,85,0.3003,-0.1241,0.0047,18
Fri Aug 26 2022,SPY220826C00350000,0,0,42.92,43.45,0,0.3054,0.8522,0.0054,0,350.00,SPY220826P00350000,3.23,-0.465,3.28,3.33,889,0.2935,-0.1477,0.0055,17
Fri Aug 26 2022,SPY220826C00355000,0,0,38.66,39.15,0,0.2974,0.8251,0.0062,0,355.00,SPY220826P00355000,4.09,-0.36,3.98,4.04,38,0.2868,-0.1749,0.0063,53
Fri Aug 26 2022,SPY220826C00360000,0,0,34.51,34.97,0,0.2892,0.7941,0.0071,0,360.00,SPY220826P00360000,4.86,-0.46,4.81,4.86,1325,0.2796,-0.206,0.0071,1270
Fri Aug 26 2022,SPY220826C00365000,31.2,0.19,30.5,30.92,1,0.2812,0.7591,0.0079,100,365.00,SPY220826P00365000,5.76,-0.565,5.76,5.82,65,0.2721,-0.2413,0.008,30
Fri Aug 26 2022,SPY220826C00368000,0,0,28.17,28.56,0,0.2761,0.736,0.0085,0,368.00,SPY220826P00368000,6.72,-0.28,6.41,6.47,36,0.2673,-0.2645,0.0085,11
Fri Aug 26 2022,SPY220826C00369000,0,0,27.4,27.79,0,0.2758,0.728,0.0086,0,369.00,SPY220826P00369000,6.39,-0.85,6.64,6.7,27,0.2659,-0.2725,0.0087,10
Fri Aug 26 2022,SPY220826C00370000,25.57,0,26.64,27.02,0,0.2727,0.7198,0.0088,29,370.00,SPY220826P00370000,6.96,-0.52,6.87,6.93,142,0.2643,-0.2808,0.0089,11
Fri Aug 26 2022,SPY220826C00371000,0,0,25.89,26.26,0,0.271,0.7114,0.009,0,371.00,SPY220826P00371000,6.81,-0.92,7.11,7.18,25,0.2627,-0.2892,0.0091,2
Fri Aug 26 2022,SPY220826C00372000,0,0,25.14,25.5,0,0.2696,0.7029,0.0092,0,372.00,SPY220826P00372000,7.22,-0.77,7.36,7.42,66,0.2612,-0.2979,0.0092,15
Fri Aug 26 2022,SPY220826C00372500,23.85,-1.46,24.77,25.13,3,0.2683,0.6985,0.0093,0,372.50,SPY220826P00372500,7.46,-0.66,7.48,7.55,35,0.2603,-0.3022,0.0093,13
Fri Aug 26 2022,SPY220826C00373000,23.47,-1.47,24.4,24.76,3,0.2684,0.6941,0.0094,200,373.00,SPY220826P00373000,7.42,-0.83,7.61,7.68,257,0.2594,-0.3067,0.0094,5
Fri Aug 26 2022,SPY220826C00374000,0,0,23.67,24.01,0,0.2668,0.6852,0.0095,0,374.00,SPY220826P00374000,7.63,-0.895,7.87,7.94,17,0.2578,-0.3157,0.0096,0
Fri Aug 26 2022,SPY220826C00375000,22.02,0,22.94,23.28,0,0.2638,0.6761,0.0097,29,375.00,SPY220826P00375000,8.33,-0.47,8.14,8.21,55,0.2559,-0.3249,0.0098,219
Fri Aug 26 2022,SPY220826C00376000,21.35,0,22.23,22.56,0,0.2625,0.6668,0.0099,1,376.00,SPY220826P00376000,8.23,-0.85,8.42,8.49,3,0.2541,-0.3342,0.01,0
Fri Aug 26 2022,SPY220826C00377000,0,0,21.52,21.84,0,0.2604,0.6573,0.01,0,377.00,SPY220826P00377000,9.55,0.17,8.7,8.77,49,0.2528,-0.3438,0.0101,2
Fri Aug 26 2022,SPY220826C00377500,0,0,21.16,21.48,0,0.2597,0.6524,0.0101,0,377.50,SPY220826P00377500,9.05,-0.48,8.85,8.92,4,0.2516,-0.3487,0.0102,0
Fri Aug 26 2022,SPY220826C00378000,0,0,20.81,21.13,0,0.2585,0.6476,0.0102,0,378.00,SPY220826P00378000,8.66,-1.02,8.99,9.06,34,0.2508,-0.3536,0.0103,13
Fri Aug 26 2022,SPY220826C00379000,21.05,0,20.12,20.42,0,0.2566,0.6377,0.0104,102,379.00,SPY220826P00379000,10.05,0.06,9.3,9.37,45,0.2491,-0.3635,0.0105,1
Fri Aug 26 2022,SPY220826C00380000,19.97,-0.035,19.43,19.73,8,0.2547,0.6276,0.0106,3,380.00,SPY220826P00380000,9.61,-0.69,9.61,9.68,73,0.2473,-0.3737,0.0106,30
Fri Aug 26 2022,SPY220826C00381000,0,0,18.76,19.05,0,0.2529,0.6174,0.0107,0,381.00,SPY220826P00381000,10.11,-0.52,9.92,9.99,5,0.2456,-0.3841,0.0108,1
Fri Aug 26 2022,SPY220826C00382000,0,0,18.09,18.37,0,0.2511,0.6069,0.0109,0,382.00,SPY220826P00382000,10.11,-0.85,10.25,10.32,19,0.2435,-0.3946,0.011,11
Fri Aug 26 2022,SPY220826C00382500,0,0,17.76,18.03,0,0.25,0.6016,0.011,0,382.50,SPY220826P00382500,10.47,-0.66,10.42,10.49,1,0.2428,-0.4,0.0111,0
Fri Aug 26 2022,SPY220826C00383000,0,0,17.43,17.7,0,0.2491,0.5963,0.011,0,383.00,SPY220826P00383000,11.1,-0.2,10.59,10.66,4,0.2424,-0.4054,0.0111,35
Fri Aug 26 2022,SPY220826C00384000,17.46,0,16.78,17.05,0,0.2473,0.5854,0.0112,1,384.00,SPY220826P00384000,11.17,-0.49,10.93,11.01,23,0.24,-0.4164,0.0113,39
Fri Aug 26 2022,SPY220826C00385000,15.78,-0.905,16.14,16.4,20,0.2454,0.5744,0.0113,0,385.00,SPY220826P00385000,11.31,-0.705,11.29,11.36,91,0.2382,-0.4275,0.0114,41
Fri Aug 26 2022,SPY220826C00386000,15.2,-0.895,15.51,15.76,259,0.2438,0.5631,0.0115,544,386.00,SPY220826P00386000,11.4,-0.99,11.66,11.73,86,0.2361,-0.4389,0.0116,38
Fri Aug 26 2022,SPY220826C00387000,14.16,-1.32,14.89,15.11,240,0.2417,0.5517,0.0116,0,387.00,SPY220826P00387000,11.91,-0.86,12.04,12.11,394,0.2346,-0.4505,0.0117,207
Fri Aug 26 2022,SPY220826C00387500,14.03,-1.14,14.62,14.7,155,0.2413,0.5459,0.0117,38,387.50,SPY220826P00387500,12.16,-0.805,12.23,12.3,42,0.2334,-0.4563,0.0118,3
Fri Aug 26 2022,SPY220826C00388000,14.37,-0.5,14.32,14.4,75,0.2405,0.5401,0.0118,22,388.00,SPY220826P00388000,12.57,-0.595,12.42,12.5,54,0.2327,-0.4622,0.0119,59
Fri Aug 26 2022,SPY220826C00389000,13.77,-0.49,13.72,13.8,90,0.2379,0.5283,0.0119,45,389.00,SPY220826P00389000,13.05,-0.515,12.82,12.9,260,0.2306,-0.4742,0.012,13
Fri Aug 26 2022,SPY220826C00390000,13.02,-0.665,13.13,13.21,130,0.2366,0.5163,0.012,590,390.00,SPY220826P00390000,13.29,-0.695,13.24,13.31,108,0.2288,-0.4863,0.0121,32
Fri Aug 26 2022,SPY220826C00391000,12.36,-0.755,12.55,12.63,197,0.2338,0.5042,0.0121,13,391.00,SPY220826P00391000,13.93,-0.48,13.66,13.74,189,0.2269,-0.4986,0.0122,1
Fri Aug 26 2022,SPY220826C00392000,12.65,0.095,11.99,12.07,192,0.233,0.4919,0.0122,13,392.00,SPY220826P00392000,13.85,-1,14.1,14.18,340,0.2256,-0.5111,0.0123,26
